Dataset,Centiloid Quantile,Weighted Clustering Coefficient,Weighted Avg. Shortest Path Length,Weighted Small World
ADNI,0,0.06750511437123073,2.190713420003324,0.26369022427187755
ADNI,0,0.06697527590020125,2.135621062504375,0.3241313223176994
ADNI,0,0.07259830641342008,2.268029677065443,0.2756889253198535
ADNI,0,0.06711032229921002,1.855621590142038,0.35273551689447286
ADNI,0,0.06733218722406564,1.7282256032370005,0.3342971787701721
ADNI,0,0.08199618319749707,1.988587620548834,0.39235517465520753
ADNI,0,0.07352562362315014,2.3384972615744144,0.2948370867199514
ADNI,0,0.06172695200020042,2.1780979099183977,0.23427850889272236
ADNI,0,0.063007810127152,2.094084597933396,0.2773243645547947
ADNI,0,0.07489582349330226,1.69696520501904,0.37994012817461326
ADNI,0,0.06030663235552492,1.9014203231433653,0.28202453818912526
ADNI,0,0.0715690849327636,2.5555285336105156,0.24319710931817082
ADNI,0,0.06699973054486391,2.022417671409936,0.30123974460876357
ADNI,0,0.07574430514490522,2.379888034805305,0.273934039404602
ADNI,0,0.06333088484997294,2.4543343399616124,0.2683448794681588
ADNI,0,0.06359320891634318,2.2394065011597966,0.28081804382899955
ADNI,0,0.06312174871988398,2.0370130769967885,0.2920442957703133
ADNI,0,0.06841319170892855,2.2204674518595717,0.27446303322042076
ADNI,0,0.06590987112457494,2.069598427656633,0.3088003314633574
ADNI,0,0.0646447574704817,1.9006109516856637,0.29389852781965986
ADNI,0,0.07353400385051692,2.1955929178133458,0.3501782949105567
ADNI,0,0.0767511114044106,1.935040027727166,0.3490978975549758
ADNI,0,0.0871870212745877,1.8299849719503878,0.45408393538738034
ADNI,0,0.0721440645893101,2.3052480106112117,0.33526807229150307
ADNI,0,0.06712245954069053,1.7610619448457014,0.3117303130438366
ADNI,0,0.0694084463103725,2.150315265120031,0.3068259793167238
ADNI,0,0.06584864470639881,2.3054385116538674,0.2840699076336857
ADNI,0,0.0677342830177301,2.0336292585447757,0.32482510493399197
ADNI,0,0.06828703709894159,2.334175701414886,0.27409184650578033
ADNI,0,0.06371516839116967,2.2905438379199556,0.264356371466445
ADNI,0,0.0652484442398226,2.4481406976519744,0.23451993640786914
ADNI,0,0.0796532871076101,2.3252604088934605,0.3178505921340897
ADNI,0,0.07364182111489367,1.9070334541802887,0.38573805100872877
ADNI,0,0.06958636492448098,1.9859288136158735,0.3400125368772778
ADNI,0,0.0679411209437572,2.0152704323508104,0.30922070197627005
ADNI,0,0.07199927708668219,2.259391381050426,0.27976578480189035
ADNI,0,0.06340039392150301,1.9295957436697357,0.2853740222172063
ADNI,0,0.07792806659118898,2.2296840087375323,0.2977413231778673
ADNI,0,0.07258225253896276,2.092217000342291,0.3037789999924505
ADNI,0,0.06516028829540653,2.2332781504620387,0.2663156652015758
