Dataset,Centiloid Quantile,Weighted Clustering Coefficient,Weighted Avg. Shortest Path Length,Weighted Small World
ADNI,0,0.08153472703848164,2.335027308527668,0.3214685238995588
ADNI,0,0.07300195770504077,2.219996338034593,0.3367636580955238
ADNI,0,0.07908413439625957,2.2440313357118833,0.36025401910646426
ADNI,0,0.07408427247803576,2.350956171892017,0.29469815473256494
ADNI,0,0.07207990946733724,2.3214535108531376,0.2875631334165772
ADNI,0,0.06817090540965406,1.8682469405703979,0.36304902292298186
ADNI,0,0.06487049662415584,1.85067750660564,0.3176905589166495
ADNI,0,0.06710809920851288,2.238833576962649,0.30080349037597653
ADNI,0,0.06858645303545925,2.0005320197057794,0.31586752481376135
ADNI,0,0.05870750719110983,1.8478988922316901,0.2872692037198741
ADNI,0,0.05559824637225887,1.8430923803464923,0.27592457957090394
ADNI,0,0.07272231927990433,1.9469478802963867,0.3429001117427469
ADNI,0,0.06542703321643775,2.0324235397260466,0.2860169038996996
ADNI,0,0.07999004951847177,1.8827264712187062,0.4137268508803288
ADNI,0,0.06422501382799684,1.890241499803067,0.32676473525349076
ADNI,0,0.07788218887771277,2.0237044656800696,0.3346120477277082
ADNI,0,0.06306126361771483,2.1850971651137274,0.25271221261125065
ADNI,0,0.07345129188302486,2.196497496139045,0.31524443890520476
ADNI,0,0.06450398887025935,2.0355567548959477,0.2552117520254673
ADNI,0,0.0648715192540034,1.77007783214255,0.34393379664611545
ADNI,0,0.0688221831659573,2.3140889034569154,0.2778306436958083
ADNI,0,0.06427961725031121,2.3062294855958987,0.26518981847536743
ADNI,0,0.061129722988108884,2.1244903118951584,0.25278409349861075
ADNI,0,0.07007316204302388,2.027986908929532,0.32304914145302555
ADNI,0,0.06575713164809052,1.6918441719424442,0.37911275013661083
ADNI,0,0.05015972631030077,2.311653761837071,0.18821285766008122
ADNI,0,0.06821719835492973,1.9093962709010723,0.32139347896225723
ADNI,0,0.0693160084624164,2.1157524972843,0.33129299869407625
ADNI,0,0.0660166428897973,2.1993426387505526,0.2853985925154118
ADNI,0,0.057821410978369764,2.135272955691914,0.24785388844755787
ADNI,0,0.08334745104762954,1.9877518394442115,0.38463916602500997
ADNI,0,0.06245893287811745,2.0360550710547898,0.29450038313405064
ADNI,0,0.07836207768834852,1.957918702589063,0.3305089243066813
ADNI,0,0.06817974644390484,2.1488514274020045,0.30627011389256237
ADNI,0,0.07078351196522836,1.9663090445117164,0.30967823700654334
ADNI,0,0.06623816981627684,2.076973504383879,0.29918207506090694
ADNI,0,0.05482368105991721,1.2916233189571344,0.3997126088989746
ADNI,0,0.06934546748733827,2.6239194258984115,0.23842647431438768
ADNI,0,0.07776596163735423,2.3984998812085325,0.2724342250980068
ADNI,0,0.0590994330596929,1.8299201496550468,0.2771425084906557
ADNI,0,0.05816955979384596,2.0976917910658828,0.2817084285710853
ADNI,0,0.07628712346583863,2.1512081668498597,0.34200156456843017
ADNI,0,0.061539608948682746,2.0294068450173315,0.27932168735016655
ADNI,0,0.07085425818555341,2.149417394567856,0.3132425838294058
ADNI,0,0.07191197987523892,2.0417853232411636,0.3430048751819579
ADNI,0,0.07995738804012517,2.240804096989432,0.34081525081496566
ADNI,0,0.08570365057622953,2.0075812792382197,0.44283105875878254
ADNI,0,0.07036932045955344,2.3069637231953943,0.2740034515157093
ADNI,0,0.06327285410009295,2.545030407484462,0.23901125442471063
ADNI,0,0.07352553342778648,1.9171731874242035,0.34834971525486824
ADNI,0,0.06922814247376227,2.6193227341617016,0.2339473115687724
ADNI,0,0.057740128031523064,1.9219427308772645,0.2729224511159153
ADNI,0,0.08272569596525747,1.9277366746918685,0.41561208287809714
ADNI,0,0.06571470558307191,1.9994281356929764,0.30408559035401417
ADNI,0,0.06981955973695178,1.771457707930423,0.3601924895169895
ADNI,0,0.07782919723010798,2.311650690020016,0.3150715077489156
ADNI,0,0.06790010970106587,1.8879951084206095,0.36480055154257995
ADNI,0,0.07783443368992564,2.23430997037426,0.3073220249124667
ADNI,0,0.06360088095151147,2.2154960343376446,0.2860268796510293
ADNI,0,0.07143035452962825,1.847535676743324,0.3822612451724711
ADNI,0,0.05893592373058644,1.8259692322010348,0.2983744660633896
ADNI,0,0.06844715027289626,1.9451893969522331,0.3546939730794666
ADNI,0,0.08089026746962584,2.012143157843447,0.34450763632300496
ADNI,0,0.06730289380343779,2.0900899770595958,0.32087375680314484
ADNI,0,0.069995805609686,2.222020613634414,0.27973401349020965
ADNI,0,0.07143258754960809,1.4050982619851773,0.4558850337627281
ADNI,0,0.06550788596064179,1.9638017444185087,0.3354940930925501
ADNI,0,0.06326251074345955,1.713339096477428,0.366910595477103
ADNI,0,0.06745398910141343,1.7195588079838693,0.36743137749258514
ADNI,0,0.0636281954164646,2.1650729310766974,0.30473042561044017
ADNI,0,0.06312803729352197,1.9568829752816672,0.2782905591031064
ADNI,0,0.06297900449967044,1.9789070705143401,0.313586009888651
ADNI,0,0.06030962800598175,1.6160265593455851,0.3421616350482267
ADNI,0,0.07273470156496556,1.7910682931203636,0.4064217273152821
ADNI,0,0.06921723455584256,1.9166345927905186,0.33936926804836726
ADNI,0,0.06215283017134793,2.0302306756951443,0.2886447155727503
ADNI,0,0.07028900759612505,2.1138160198086338,0.30128821133043077
ADNI,0,0.06407510784777418,1.7457803184652485,0.38294345664326657
ADNI,0,0.06804539395473337,1.8529447734516786,0.39254437541723625
ADNI,0,0.07054890027743141,2.181299802576083,0.3146599158839997
ADNI,0,0.06533687897340326,2.3365141635268714,0.2513870123435471
ADNI,0,0.06612356828199471,1.5429050619047686,0.4021702426842081
ADNI,0,0.06770814840997,2.2143556178896726,0.2996771924365882
ADNI,0,0.07588271107218375,2.304582083961613,0.32459524942642154
ADNI,0,0.0631135507740484,2.2726394840228186,0.2431453662872643
ADNI,0,0.07067353147612117,2.038171296893139,0.31234264495721903
ADNI,0,0.07025304745098686,2.256546098464647,0.3055998400793509
ADNI,0,0.06370831665085562,1.9923230862309667,0.3056302307827942
ADNI,0,0.06613003182209176,2.105487437737382,0.28604226044029224
ADNI,0,0.06255272162961198,1.755209497496006,0.2996314477027312
ADNI,0,0.07357223551841552,2.0907311420278036,0.33236085756907935
ADNI,0,0.06250740165896,2.0897461988023887,0.266330281153666
ADNI,0,0.07233205209848595,1.8098869543123708,0.3828805388719362
ADNI,0,0.06995848933775857,2.0667927317450334,0.2744769636553184
ADNI,0,0.06432523211063963,1.8356273953374551,0.36120270364987717
ADNI,0,0.05772668562722273,2.1121090556033177,0.24775091485103093
ADNI,0,0.060450670272904385,2.1386378096758665,0.25731227148412167
ADNI,0,0.06496220035678554,2.0503305843811748,0.2971837508057004
ADNI,0,0.0649498745113785,1.8272928545397709,0.31609287566848265
ADNI,0,0.06465750309193186,2.063915886693632,0.2716354067832038
ADNI,0,0.06571234143043178,2.084630820988831,0.31726848482710535
ADNI,0,0.0675674288056156,1.973211724462474,0.3154102062676658
ADNI,0,0.07099130432774751,2.4203088791533935,0.3038083883633084
ADNI,0,0.0720848865847903,2.4629255325646136,0.27876873676588904
ADNI,0,0.05683516416478293,2.032580736921168,0.23750266348216142
ADNI,0,0.0626242579926627,1.9978290012207864,0.28867206357645275
ADNI,0,0.06340613135960892,2.0408467222250515,0.26451505151581717
ADNI,0,0.0778835280653026,2.0663597276610726,0.32899060494961596
ADNI,0,0.06728513319315804,1.8348233851107163,0.3363096062844482
ADNI,0,0.07167557745176015,2.047405726693328,0.3064227116242692
ADNI,0,0.06365917917518303,2.145093690378899,0.27507197172905684
ADNI,0,0.07268740407272298,1.834740093117442,0.35273980770982943
ADNI,0,0.07289996173737943,2.0786507100157716,0.30270035184537103
ADNI,0,0.07888617737213206,1.7415579224986955,0.4102741466948086
ADNI,0,0.07039627510598256,2.3050424368805653,0.2611613746888831
ADNI,0,0.07640631311940206,2.0945954887053926,0.3816172875760427
ADNI,0,0.06704699916942668,1.8312204519023871,0.31793506893782825
ADNI,0,0.056601724748300726,2.0965203967453387,0.25052906238451117
ADNI,0,0.07105583192923054,2.4930404956332133,0.2782276797706064
ADNI,0,0.058489874178859966,2.070029806104514,0.2621973367803805
ADNI,0,0.06500568458456824,2.205089446386348,0.3037777303296195
ADNI,0,0.06492334786845258,2.0501861216907558,0.27689819497433593
ADNI,0,0.06852960943486552,2.2008975700029163,0.26886753317951245
ADNI,0,0.06905864291191657,2.012151944071724,0.36943871549477936
ADNI,0,0.07109109533867766,2.358558532935896,0.2860160194222342
ADNI,0,0.06977980192112829,2.109410331725478,0.2980441695656255
ADNI,0,0.06010533398039112,2.2513816171139815,0.23666122532941644
ADNI,0,0.08109297822121328,2.204641966022524,0.3076733854390741
ADNI,0,0.0583715960026775,1.9592033280501595,0.26739930773864146
ADNI,0,0.06722777577919843,2.15732915936117,0.28866412961895943
ADNI,0,0.0719524427038097,2.2463137838277167,0.28877919986008416
ADNI,0,0.06623535991691741,1.5272000109544275,0.4205806785410545
ADNI,0,0.06754612487693093,2.247395550401089,0.28038705664734304
ADNI,0,0.06446450653217266,2.2093561073829098,0.3034228138386151
ADNI,0,0.06267248514939938,1.9134174484926691,0.3183955615999975
ADNI,0,0.0628187860837762,2.105783565923404,0.26043279553664306
ADNI,0,0.06924720883587565,1.8493196270693606,0.32092669025488235
ADNI,0,0.06343778672971827,2.1197491453263972,0.2983817607147129
ADNI,0,0.07581629032999196,2.4667624774882944,0.2762253688979173
ADNI,0,0.07030106319692497,1.9892054824662353,0.35098591959117575
ADNI,0,0.0653607714363835,2.340308325932134,0.2566009934496622
ADNI,0,0.07019336574755279,2.2696637286971173,0.25386262251775243
ADNI,0,0.061401292935417254,1.818182371150338,0.30035003986398406
ADNI,0,0.07626825281449726,1.9747600770075306,0.34435763937920827
ADNI,0,0.06675973347788916,2.0090602066853007,0.33337844739321815
ADNI,0,0.06118463639200496,1.7035432287323868,0.32712556620680316
ADNI,0,0.07650827061810958,1.8411401095859443,0.4019839826279294
ADNI,0,0.07143998120134538,1.901597897129968,0.3614288032943214
ADNI,0,0.07721310874486696,2.354981868960853,0.3091675723135017
ADNI,0,0.0801129244793268,2.154531384649289,0.3612843008691546
ADNI,0,0.07294142596033643,1.7474500942339235,0.3575880233234409
ADNI,0,0.07499286297431677,2.3973908130959964,0.2798122644100753
ADNI,0,0.06621650580190687,1.8965923877491864,0.3133424432364932
ADNI,0,0.06805929993901526,1.8880995747619864,0.3444853390040774
ADNI,0,0.06926904818390504,2.2227278703347793,0.30974512038428503
ADNI,0,0.06762797446362086,2.0607376596985465,0.30801941439290575
ADNI,0,0.06039130151495149,2.0605862430935877,0.25697109435745497
ADNI,0,0.06728450646951509,1.8645270510433845,0.3206033217453682
ADNI,0,0.0724165278401385,2.2149828317844484,0.32070891664104373
ADNI,0,0.07346179486646467,2.259479494584556,0.30765524810651496
ADNI,0,0.06657234738112264,2.0514779930311544,0.29581540077152163
ADNI,0,0.07302407837967323,1.850100036708135,0.34767300797305395
ADNI,0,0.06543452562648674,2.3747147215341444,0.2624321708048329
ADNI,0,0.07192156616633813,2.1396070855403404,0.31756834420761293
ADNI,0,0.06246115186785049,1.6537444157987629,0.3005343660909042
ADNI,0,0.06576051312007222,2.0981012180456937,0.31416842708545933
ADNI,0,0.07209452498832143,1.9759025435082775,0.3169599803486138
ADNI,0,0.07396265689820203,2.1965105370210716,0.32279439619209066
ADNI,0,0.0690482288320174,1.4987979975953711,0.397051066863184
ADNI,0,0.05962488640292204,1.9789080340524556,0.2811425533808177
ADNI,0,0.06758671146617098,2.414130704836899,0.2376262178082762
ADNI,0,0.0741437925196977,2.3232817836860935,0.27329749731679054
ADNI,0,0.07102580056413992,1.8987026880240858,0.31745317946881063
ADNI,0,0.07234113136220717,1.9251510945165595,0.291886053327004
ADNI,0,0.07313803252787313,1.4510393541323379,0.5026225201306153
ADNI,0,0.0739352437331329,2.357755669939269,0.3010357284500026
ADNI,0,0.06875904063712288,2.536117651786734,0.2538124310429574
ADNI,0,0.07481356934728384,2.357496243578031,0.3069366980827837
ADNI,0,0.0635437130841563,2.1002313604239196,0.2967363252876917
ADNI,0,0.06540718981761243,1.9773111079721657,0.30579348898454206
ADNI,0,0.06631242805900617,2.0791867194527156,0.2694040890728061
ADNI,0,0.06255983402934726,1.7456075166759084,0.3538214266563116
ADNI,0,0.06580035899811751,1.7910649994421255,0.3239784436764957
