Dataset,Centiloid Quantile,Weighted Clustering Coefficient,Weighted Avg. Shortest Path Length,Weighted Small World
ADNI,0,0.06893430277448764,1.8420794322933356,0.32539033386563204
ADNI,0,0.08323542577281826,2.2032889960833413,0.3294650003686175
ADNI,0,0.058078968311955435,2.307050025631846,0.20718568680727123
ADNI,0,0.0709694143528429,2.0922182951070254,0.3082190238261374
ADNI,0,0.06750449452648077,2.1233660481832857,0.28160208859594626
ADNI,0,0.08236109187433513,2.4045181681597434,0.2956682170576275
ADNI,0,0.07230800649048623,1.656092526552567,0.44382149983697444
ADNI,0,0.08135517969521368,1.9980192919307436,0.3965013011723036
ADNI,0,0.07771448323384253,2.721391484703417,0.24122782513033564
ADNI,0,0.06804005228178682,2.0490691356782977,0.31272896495954594
ADNI,0,0.07545933163459302,2.396529161360166,0.2667162626192097
ADNI,0,0.07504856265757194,2.244684772988136,0.3027630587460749
ADNI,0,0.05839161384623164,1.7658986669301242,0.2856725825996317
ADNI,0,0.06815300940364964,2.31269815690449,0.2947698389664105
ADNI,0,0.07812700913027323,1.6858109214519823,0.41202169564078805
ADNI,0,0.07796352835659263,1.9238775296193606,0.3860814171230752
ADNI,0,0.07032506834641215,2.490661391071945,0.23120213410480464
ADNI,0,0.06558801952209616,2.2650644761679604,0.2928053938846313
ADNI,0,0.07010596398886307,1.5557206967697108,0.4404159211046703
ADNI,0,0.07248006208458516,2.3133828061737014,0.2834529901306503
ADNI,0,0.06828123556094763,2.1050650885930433,0.2690773406392016
ADNI,0,0.07595606656697383,2.0253029329031924,0.3386533916172466
ADNI,0,0.07351578605310148,2.2774990143790994,0.2854647027017974
ADNI,0,0.06561449076889056,1.8474992155951313,0.3402238015839377
ADNI,0,0.07184174056171494,2.538495274095805,0.23280732018066713
ADNI,0,0.061041973500158386,2.5852373729542264,0.2177919694993027
ADNI,0,0.05915525510245101,1.9180148722837136,0.28114178910850673
ADNI,0,0.07658816926703703,2.4886318982605435,0.2533330444660804
ADNI,0,0.07989285264371679,2.4346006620146574,0.278834313732762
ADNI,0,0.0724107034265837,1.9997645357500586,0.34371407825393824
ADNI,0,0.06676873425734586,2.3193049950958535,0.25706609651325885
ADNI,0,0.07735015923605983,2.1439539430220127,0.3310455762577693
ADNI,0,0.07471799836714729,2.2235732757352134,0.29845772028306067
ADNI,0,0.07007762346905282,1.8254372312112406,0.3669658280162
ADNI,0,0.07680130096076773,2.4213887318011063,0.2898879372463465
ADNI,0,0.06169383633754515,1.8274518734597427,0.3063461814037096
ADNI,0,0.057560290812961865,1.7942745151822819,0.28938426654809263
ADNI,0,0.06668647603352411,2.04096925312949,0.31943857146939636
ADNI,0,0.08394952248028453,2.477382801362391,0.2968640605517448
ADNI,0,0.07643768792252577,2.0266014459328403,0.35815504876108556
ADNI,0,0.0725527536347337,2.3145892655180726,0.2615229332259866
ADNI,0,0.07407884378945213,2.4870887429333552,0.28649571293563353
